,Disease,Year,Month,Count
1380,"Invasive pneumococcal disease, All ages, Probable",2016,Nov.,1
1381,"Invasive pneumococcal disease, Age <5 years",2016,Nov.,106
1382,"Invasive pneumococcal disease, Age <5 years, Confirmed",2016,Nov.,106
1383,"Invasive pneumococcal disease, Age <5 years, Probable",2016,Nov.,0
1384,Legionellosis,2016,Nov.,591
1385,Leptospirosis,2016,Nov.,5
1386,Listeriosis,2016,Nov.,55
1387,"Lyme disease, Total",2016,Nov.,"1,942"
1388,"Lyme disease, Confirmed",2016,Nov.,"1,276"
1389,"Lyme disease, Probable",2016,Nov.,666
1390,Malaria,2016,Nov.,117
1391,"Measles, Total",2016,Nov.,0
1392,"Measles, Indigenous",2016,Nov.,0
1393,"Measles, Imported",2016,Nov.,0
1394,"Meningococcal disease, All serogroups",2016,Nov.,22
1395,"Meningococcal disease, Serogroups ACWY",2016,Nov.,10
1396,"Meningococcal disease, Serogroup B",2016,Nov.,9
1397,"Meningococcal disease, Other serogroups",2016,Nov.,0
1398,"Meningococcal disease, Unknown serogroup",2016,Nov.,3
1399,Mumps,2016,Nov.,"1,097"
1400,Novel Influenza A virus infections,2016,Nov.,1
1401,Pertussis,2016,Nov.,"1,820"
1402,Plague,2016,Nov.,0
1403,"Poliomyelitis, paralytic",2016,Nov.,0
1404,"Poliovirus infection, nonparalytic",2016,Nov.,0
1405,Psittacosis,2016,Nov.,1
1406,"Q fever, Total",2016,Nov.,7
1407,"Q fever, Acute",2016,Nov.,5
1408,"Q fever, Chronic",2016,Nov.,2
1409,"Rabies, Animal",2016,Nov.,217
1410,"Rabies, Human",2016,Nov.,0
1411,Rubella,2016,Nov.,0
1412,"Rubella, congenital syndrome",2016,Nov.,2
1413,Salmonellosis,2016,Nov.,"3,687"
1414,Severe acute respiratory syndrome-associated coronavirus disease,2016,Nov.,0
1415,Shiga toxin-producing Escherichia coli,2016,Nov.,571
1416,Shigellosis,2016,Nov.,"1,349"
1417,Smallpox,2016,Nov.,0
1418,"Spotted fever rickettsiosis, Total",2016,Nov.,174
1419,"Spotted fever rickettsiosis, Confirmed",2016,Nov.,4
1420,"Spotted fever rickettsiosis, Probable",2016,Nov.,170
1421,Streptococcal toxic shock syndrome,2016,Nov.,20
1422,"Syphilis, Total, all stages",2016,Nov.,"6,648"
1423,"Syphilis, Congenital",2016,Nov.,61
1424,"Syphilis, Primary and secondary",2016,Nov.,"2,115"
1425,Tetanus,2016,Nov.,1
1426,Toxic shock syndrome (other than Streptococcal),2016,Nov.,6
1427,Trichinellosis,2016,Nov.,0
1428,Tuberculosis,2016,Nov.,740
1429,Tularemia,2016,Nov.,14
1430,Typhoid fever,2016,Nov.,24
1431,Vancomycin-intermediate Staphylococcus aureus,2016,Nov.,3
1432,Vancomycin-resistant Staphylococcus aureus,2016,Nov.,0
1433,Varicella morbidity,2016,Nov.,721
1434,Varicella mortality,2016,Nov.,0
1435,"Vibriosis, Total",2016,Nov.,62
1436,"Vibriosis, Confirmed",2016,Nov.,61
1437,"Vibriosis, Probable",2016,Nov.,1
1438,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2016,Nov.,0
1439,"Viral hemorrhagic fevers, Ebola virus",2016,Nov.,0
1440,"Viral hemorrhagic fevers, Guanarito virus",2016,Nov.,0
1441,"Viral hemorrhagic fevers, Junin virus",2016,Nov.,0
1442,"Viral hemorrhagic fevers, Lassa virus",2016,Nov.,0
1443,"Viral hemorrhagic fevers, Lujo virus",2016,Nov.,0
1444,"Viral hemorrhagic fevers, Machupo virus",2016,Nov.,0
1445,"Viral hemorrhagic fevers, Marburg virus",2016,Nov.,0
1446,"Viral hemorrhagic fevers, Sabia virus",2016,Nov.,0
1447,Yellow fever,2016,Nov.,0
1448,"Zika virus, Zika virus disease, congenital",2016,Nov.,3
1449,"Zika virus, Zika virus disease, non-congenital",2016,Nov.,341
1450,"Zika virus, Zika virus infection, congenital",2016,Nov.,7
1451,"Zika virus, Zika virus infection, non-congenital",2016,Nov.,106
1452,Anthrax,2016,Dec.,0
1453,"Arboviral diseases, Chikungunya virus disease",2016,Dec.,18
1454,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2016,Dec.,0
1455,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2016,Dec.,0
1456,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2016,Dec.,0
1457,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2016,Dec.,0
1458,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2016,Dec.,0
1459,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2016,Dec.,0
1460,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2016,Dec.,4
1461,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2016,Dec.,0
1462,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2016,Dec.,0
1463,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2016,Dec.,0
1464,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2016,Dec.,58
1465,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2016,Dec.,18
1466,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2016,Dec.,0
1467,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2016,Dec.,0
1468,"Babesiosis, Total",2016,Dec.,164
1469,"Babesiosis, Confirmed",2016,Dec.,124
1470,"Babesiosis, Probable",2016,Dec.,40
1471,"Botulism, Total",2016,Dec.,21
1472,"Botulism, Foodborne",2016,Dec.,2
1473,"Botulism, Infant",2016,Dec.,17
1474,"Botulism, Other (wound & unspecified)",2016,Dec.,2
1475,Brucellosis,2016,Dec.,19
1476,Campylobacteriosis,2016,Dec.,"6,945"
1477,Chancroid,2016,Dec.,0
1478,Chlamydia trachomatis infection,2016,Dec.,"165,230"
1479,Cholera,2016,Dec.,0
1480,Coccidioidomycosis,2016,Dec.,"1,284"
1481,"Cryptosporidiosis, Total",2016,Dec.,968
1482,"Cryptosporidiosis, Confirmed",2016,Dec.,620
1483,"Cryptosporidiosis, Probable",2016,Dec.,348
1484,Cyclosporiasis,2016,Dec.,22
1485,"Dengue virus infections, Dengue",2016,Dec.,32
1486,"Dengue virus infections, Dengue-like illness",2016,Dec.,3
1487,"Dengue virus infections, Severe dengue",2016,Dec.,0
1488,Diphtheria,2016,Dec.,0
1489,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2016,Dec.,235
1490,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2016,Dec.,173
1491,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2016,Dec.,3
1492,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2016,Dec.,8
1493,Giardiasis,2016,Dec.,"2,216"
1494,Gonorrhea,2016,Dec.,"52,977"
1495,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2016,Dec.,668
1496,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2016,Dec.,6
1497,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2016,Dec.,22
1498,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2016,Dec.,34
1499,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2016,Dec.,32
1500,Hansen's disease,2016,Dec.,2
1501,"Hantavirus infection, non-hantavirus pulmonary syndrome",2016,Dec.,2
1502,Hantavirus pulmonary syndrome,2016,Dec.,4
1503,Hemolytic uremic syndrome post-diarrheal,2016,Dec.,28
1504,"Hepatitis, A, acute",2016,Dec.,191
1505,"Hepatitis, B, acute",2016,Dec.,424
1506,"Hepatitis, B, perinatal infection",2016,Dec.,5
1507,"Hepatitis, C, acute",2016,Dec.,324
1508,Human immunodeficiency virus diagnoses,2016,Dec.,403
1509,Influenza-associated pediatric mortality,2016,Dec.,2
1510,"Invasive pneumococcal disease, All ages",2016,Dec.,"2,615"
1511,"Invasive pneumococcal disease, All ages, Confirmed",2016,Dec.,"2,610"
1512,"Invasive pneumococcal disease, All ages, Probable",2016,Dec.,5
1513,"Invasive pneumococcal disease, Age <5 years",2016,Dec.,153
1514,"Invasive pneumococcal disease, Age <5 years, Confirmed",2016,Dec.,153
1515,"Invasive pneumococcal disease, Age <5 years, Probable",2016,Dec.,0
1516,Legionellosis,2016,Dec.,814
1517,Leptospirosis,2016,Dec.,17
1518,Listeriosis,2016,Dec.,92
1519,"Lyme disease, Total",2016,Dec.,"2,056"
1520,"Lyme disease, Confirmed",2016,Dec.,"1,278"
1521,"Lyme disease, Probable",2016,Dec.,778
1522,Malaria,2016,Dec.,216
1523,"Measles, Total",2016,Dec.,19
1524,"Measles, Indigenous",2016,Dec.,18
1525,"Measles, Imported",2016,Dec.,1
1526,"Meningococcal disease, All serogroups",2016,Dec.,52
1527,"Meningococcal disease, Serogroups ACWY",2016,Dec.,18
1528,"Meningococcal disease, Serogroup B",2016,Dec.,14
1529,"Meningococcal disease, Other serogroups",2016,Dec.,2
1530,"Meningococcal disease, Unknown serogroup",2016,Dec.,18
1531,Mumps,2016,Dec.,"1,975"
1532,Novel Influenza A virus infections,2016,Dec.,1
1533,Pertussis,2016,Dec.,"3,102"
1534,Plague,2016,Dec.,0
1535,"Poliomyelitis, paralytic",2016,Dec.,0
1536,"Poliovirus infection, nonparalytic",2016,Dec.,0
1537,Psittacosis,2016,Dec.,0
1538,"Q fever, Total",2016,Dec.,19
1539,"Q fever, Acute",2016,Dec.,13
1540,"Q fever, Chronic",2016,Dec.,6
1541,"Rabies, Animal",2016,Dec.,167
1542,"Rabies, Human",2016,Dec.,0
1543,Rubella,2016,Dec.,0
1544,"Rubella, congenital syndrome",2016,Dec.,0
1545,Salmonellosis,2016,Dec.,"5,058"
1546,Severe acute respiratory syndrome-associated coronavirus disease,2016,Dec.,0
1547,Shiga toxin-producing Escherichia coli,2016,Dec.,934
1548,Shigellosis,2016,Dec.,"1,922"
1549,Smallpox,2016,Dec.,0
1550,"Spotted fever rickettsiosis, Total",2016,Dec.,302
1551,"Spotted fever rickettsiosis, Confirmed",2016,Dec.,15
1552,"Spotted fever rickettsiosis, Probable",2016,Dec.,287
1553,Streptococcal toxic shock syndrome,2016,Dec.,38
1554,"Syphilis, Total, all stages",2016,Dec.,"8,787"
1555,"Syphilis, Congenital",2016,Dec.,52
1556,"Syphilis, Primary and secondary",2016,Dec.,"2,750"
1557,Tetanus,2016,Dec.,4
1558,Toxic shock syndrome (other than Streptococcal),2016,Dec.,4
1559,Trichinellosis,2016,Dec.,8
1560,Tuberculosis,2016,Dec.,"1,324"
1561,Tularemia,2016,Dec.,22
1562,Typhoid fever,2016,Dec.,37
1563,Vancomycin-intermediate Staphylococcus aureus,2016,Dec.,8
1564,Vancomycin-resistant Staphylococcus aureus,2016,Dec.,0
1565,Varicella morbidity,2016,Dec.,979
1566,Varicella mortality,2016,Dec.,0
1567,"Vibriosis, Total",2016,Dec.,122
1568,"Vibriosis, Confirmed",2016,Dec.,118
1569,"Vibriosis, Probable",2016,Dec.,4
1570,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2016,Dec.,0
1571,"Viral hemorrhagic fevers, Ebola virus",2016,Dec.,0
1572,"Viral hemorrhagic fevers, Guanarito virus",2016,Dec.,0
1573,"Viral hemorrhagic fevers, Junin virus",2016,Dec.,0
1574,"Viral hemorrhagic fevers, Lassa virus",2016,Dec.,0
1575,"Viral hemorrhagic fevers, Lujo virus",2016,Dec.,0
1576,"Viral hemorrhagic fevers, Machupo virus",2016,Dec.,0
1577,"Viral hemorrhagic fevers, Marburg virus",2016,Dec.,0
1578,"Viral hemorrhagic fevers, Sabia virus",2016,Dec.,0
1579,Yellow fever,2016,Dec.,1
1580,"Zika virus, Zika virus disease, congenital",2016,Dec.,5
1581,"Zika virus, Zika virus disease, non-congenital",2016,Dec.,238
1582,"Zika virus, Zika virus infection, congenital",2016,Dec.,11
1583,"Zika virus, Zika virus infection, non-congenital",2016,Dec.,163
0,Anthrax,2017,Jan.,0
1,"Arboviral diseases, Chikungunya virus disease",2017,Jan.,6
2,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2017,Jan.,0
3,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2017,Jan.,0
4,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Jan.,1
5,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Jan.,0
6,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Jan.,0
7,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Jan.,0
8,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Jan.,0
9,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Jan.,0
10,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Jan.,0
11,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Jan.,0
12,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Jan.,0
13,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Jan.,0
14,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Jan.,0
15,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Jan.,0
16,"Babesiosis, Total",2017,Jan.,17
17,"Babesiosis, Confirmed",2017,Jan.,10
18,"Babesiosis, Probable",2017,Jan.,7
19,"Botulism, Total",2017,Jan.,10
20,"Botulism, Foodborne",2017,Jan.,0
21,"Botulism, Infant",2017,Jan.,9
22,"Botulism, Other (wound & unspecified)",2017,Jan.,1
23,Brucellosis,2017,Jan.,0
24,Campylobacteriosis,2017,Jan.,"3,485"
25,Chancroid,2017,Jan.,1
26,Chlamydia trachomatis infection,2017,Jan.,"121,687"
27,Cholera,2017,Jan.,0
28,Coccidioidomycosis,2017,Jan.,866
29,"Cryptosporidiosis, Total",2017,Jan.,449
30,"Cryptosporidiosis, Confirmed",2017,Jan.,343
31,"Cryptosporidiosis, Probable",2017,Jan.,106
32,Cyclosporiasis,2017,Jan.,5
33,"Dengue virus infections, Dengue",2017,Jan.,32
34,"Dengue virus infections, Dengue-like illness",2017,Jan.,0
35,"Dengue virus infections, Severe dengue",2017,Jan.,1
36,Diphtheria,2017,Jan.,0
37,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Jan.,18
38,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Jan.,6
39,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Jan.,1
40,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Jan.,2
41,Giardiasis,2017,Jan.,914
42,Gonorrhea,2017,Jan.,"38,343"
43,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Jan.,466
44,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2017,Jan.,1
45,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2017,Jan.,14
46,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2017,Jan.,17
47,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2017,Jan.,14
48,Hansen's disease,2017,Jan.,8
49,"Hantavirus infection, non-hantavirus pulmonary syndrome",2017,Jan.,1
50,Hantavirus pulmonary syndrome,2017,Jan.,0
51,Hemolytic uremic syndrome post-diarrheal,2017,Jan.,12
52,"Hepatitis, A, acute",2017,Jan.,104
53,"Hepatitis, B, acute",2017,Jan.,229
54,"Hepatitis, B, perinatal infection",2017,Jan.,2
55,"Hepatitis, C, acute",2017,Jan.,284
56,"Hepatitis, C, acute, Confirmed",2017,Jan.,227
57,"Hepatitis, C, acute, Probable",2017,Jan.,57
58,Human immunodeficiency virus diagnoses,2017,Jan.,"3,288"
59,Influenza-associated pediatric mortality,2017,Jan.,15
60,"Invasive pneumococcal disease, All ages",2017,Jan.,"1,991"
61,"Invasive pneumococcal disease, All ages, Confirmed",2017,Jan.,"1,979"
62,"Invasive pneumococcal disease, All ages, Probable",2017,Jan.,12
63,"Invasive pneumococcal disease, Age <5 years",2017,Jan.,80
64,"Invasive pneumococcal disease, Age <5 years, Confirmed",2017,Jan.,80
65,"Invasive pneumococcal disease, Age <5 years, Probable",2017,Jan.,0
66,Legionellosis,2017,Jan.,371
67,Leptospirosis,2017,Jan.,4
68,Listeriosis,2017,Jan.,48
69,"Lyme disease, Total",2017,Jan.,"1,134"
70,"Lyme disease, Confirmed",2017,Jan.,726
71,"Lyme disease, Probable",2017,Jan.,408
72,Malaria,2017,Jan.,120
73,"Measles, Total",2017,Jan.,15
74,"Measles, Indigenous",2017,Jan.,10
75,"Measles, Imported",2017,Jan.,5
76,"Meningococcal disease, All serogroups",2017,Jan.,34
77,"Meningococcal disease, Serogroups ACWY",2017,Jan.,11
78,"Meningococcal disease, Serogroup B",2017,Jan.,8
79,"Meningococcal disease, Other serogroups",2017,Jan.,3
80,"Meningococcal disease, Unknown serogroup",2017,Jan.,12
81,Mumps,2017,Jan.,619
82,Novel Influenza A virus infections,2017,Jan.,0
83,Pertussis,2017,Jan.,"1,137"
84,Plague,2017,Jan.,0
85,"Poliomyelitis, paralytic",2017,Jan.,0
86,"Poliovirus infection, nonparalytic",2017,Jan.,0
87,Psittacosis,2017,Jan.,1
88,"Q fever, Total",2017,Jan.,9
89,"Q fever, Acute",2017,Jan.,7
90,"Q fever, Chronic",2017,Jan.,2
91,"Rabies, Animal",2017,Jan.,208
92,"Rabies, Human",2017,Jan.,0
93,Rubella,2017,Jan.,0
94,"Rubella, congenital syndrome",2017,Jan.,0
95,Salmonellosis,2017,Jan.,"2,148"
96,Severe acute respiratory syndrome-associated coronavirus disease,2017,Jan.,0
97,Shiga toxin-producing Escherichia coli,2017,Jan.,313
98,Shigellosis,2017,Jan.,989
99,Smallpox,2017,Jan.,0
100,"Spotted fever rickettsiosis, Total",2017,Jan.,43
101,"Spotted fever rickettsiosis, Confirmed",2017,Jan.,4
102,"Spotted fever rickettsiosis, Probable",2017,Jan.,39
103,Streptococcal toxic shock syndrome,2017,Jan.,32
104,"Syphilis, Total, all stages",2017,Jan.,"6,751"
105,"Syphilis, Congenital",2017,Jan.,74
106,"Syphilis, Primary and secondary",2017,Jan.,"2,096"
107,Tetanus,2017,Jan.,3
108,Toxic shock syndrome (other than Streptococcal),2017,Jan.,0
109,Trichinellosis,2017,Jan.,3
110,Tuberculosis,2017,Jan.,504
111,Tularemia,2017,Jan.,1
112,Typhoid fever,2017,Jan.,41
113,Vancomycin-intermediate Staphylococcus aureus,2017,Jan.,5
114,Vancomycin-resistant Staphylococcus aureus,2017,Jan.,0
115,Varicella morbidity,2017,Jan.,676
116,Varicella mortality,2017,Jan.,0
117,"Vibriosis, Total",2017,Jan.,60
118,"Vibriosis, Confirmed",2017,Jan.,45
119,"Vibriosis, Probable",2017,Jan.,15
120,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2017,Jan.,0
121,"Viral hemorrhagic fevers, Ebola virus",2017,Jan.,0
122,"Viral hemorrhagic fevers, Guanarito virus",2017,Jan.,0
123,"Viral hemorrhagic fevers, Junin virus",2017,Jan.,0
124,"Viral hemorrhagic fevers, Lassa virus",2017,Jan.,0
125,"Viral hemorrhagic fevers, Lujo virus",2017,Jan.,0
126,"Viral hemorrhagic fevers, Machupo virus",2017,Jan.,0
127,"Viral hemorrhagic fevers, Marburg virus",2017,Jan.,0
128,"Viral hemorrhagic fevers, Sabia virus",2017,Jan.,0
129,Yellow fever,2017,Jan.,0
130,"Zika virus, Zika virus disease, congenital",2017,Jan.,7
131,"Zika virus, Zika virus disease, non-congenital",2017,Jan.,80
132,"Zika virus, Zika virus infection, congenital",2017,Jan.,1
133,"Zika virus, Zika virus infection, non-congenital",2017,Jan.,61
134,Anthrax,2017,Feb.,0
135,"Arboviral diseases, Chikungunya virus disease",2017,Feb.,2
136,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2017,Feb.,0
137,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2017,Feb.,0
138,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2017,Feb.,0
139,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2017,Feb.,0
140,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2017,Feb.,0
141,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2017,Feb.,0
142,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2017,Feb.,0
143,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2017,Feb.,0
144,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2017,Feb.,0
145,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2017,Feb.,0
146,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2017,Feb.,0
147,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2017,Feb.,0
148,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2017,Feb.,0
149,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2017,Feb.,0
150,"Babesiosis, Total",2017,Feb.,11
151,"Babesiosis, Confirmed",2017,Feb.,6
152,"Babesiosis, Probable",2017,Feb.,5
153,"Botulism, Total",2017,Feb.,12
154,"Botulism, Foodborne",2017,Feb.,1
155,"Botulism, Infant",2017,Feb.,10
156,"Botulism, Other (wound & unspecified)",2017,Feb.,1
157,Brucellosis,2017,Feb.,10
158,Campylobacteriosis,2017,Feb.,"3,486"
159,Chancroid,2017,Feb.,0
160,Chlamydia trachomatis infection,2017,Feb.,"131,274"
161,Cholera,2017,Feb.,1
162,Coccidioidomycosis,2017,Feb.,742
163,"Cryptosporidiosis, Total",2017,Feb.,463
164,"Cryptosporidiosis, Confirmed",2017,Feb.,331
165,"Cryptosporidiosis, Probable",2017,Feb.,132
166,Cyclosporiasis,2017,Feb.,2
167,"Dengue virus infections, Dengue",2017,Feb.,17
168,"Dengue virus infections, Dengue-like illness",2017,Feb.,0
169,"Dengue virus infections, Severe dengue",2017,Feb.,0
170,Diphtheria,2017,Feb.,0
171,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2017,Feb.,28
172,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2017,Feb.,12
173,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2017,Feb.,0
174,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2017,Feb.,2
175,Giardiasis,2017,Feb.,913
176,Gonorrhea,2017,Feb.,"38,974"
177,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2017,Feb.,442
